category_id,category_name,category_slug,parent_category_id,listing_id,listing_title,listing_slug,listing_url,region_ids,maps_url,latitude,longitude
3,Restaurants,restaurants,47,4227,Ocean House,ocean-house,https://newcyprusguide.com/business/ocean-house/,43,"//maps.google.com/maps?daddr=35.16191470428209,33.90179530142211",35.16191470428209,33.90179530142211
3,Restaurants,restaurants,47,4051,Glaro Garden,glaro-garden,https://newcyprusguide.com/business/glaro-garden/,73,"//maps.google.com/maps?daddr=35.60635227298505,34.381851706489556",35.60635227298505,34.381851706489556
3,Restaurants,restaurants,47,4053,Deks Restaurant &amp; Bar,deks-restaurant-bar,https://newcyprusguide.com/business/deks-restaurant-bar/,73,"//maps.google.com/maps?daddr=35.57000428582313,34.25685540197753",35.57000428582313,34.25685540197753
3,Restaurants,restaurants,47,4024,Komagene Çiğ Köfte Nicosia,komagene-cig-kofte-nicosia,https://newcyprusguide.com/business/komagene-cig-kofte-nicosia/,45,"//maps.google.com/maps?daddr=35.1878336256801,33.35031971691512",35.1878336256801,33.35031971691512
3,Restaurants,restaurants,47,4052,The Oasis Hotel,the-oasis-hotel,https://newcyprusguide.com/business/the-oasis-hotel/,73,"//maps.google.com/maps?daddr=35.630371621767566,34.37384263037109",35.630371621767566,34.37384263037109
3,Restaurants,restaurants,47,3967,Sevinç Garden,sevinc-garden,https://newcyprusguide.com/business/sevinc-garden/,62,"//maps.google.com/maps?daddr=35.35151328262433,33.137934360488885",35.35151328262433,33.137934360488885
3,Restaurants,restaurants,47,3933,Villagio Templos,villagio-templos,https://newcyprusguide.com/business/villagio-templos/,37,"//maps.google.com/maps?daddr=35.33358563039448,33.294757757171624",35.33358563039448,33.294757757171624
3,Restaurants,restaurants,47,3099,Buffavento Restaurant,buffavento-restaurant,https://newcyprusguide.com/business/buffavento-restaurant/,37,"//maps.google.com/maps?daddr=35.28082543309984,33.466762456878655",35.28082543309984,33.466762456878655
3,Restaurants,restaurants,47,2940,Zehra&#8217;s Garden,zehras-restaurant,https://newcyprusguide.com/business/zehras-restaurant/,40,"//maps.google.com/maps?daddr=35.32047321597896,33.36332574842834",35.32047321597896,33.36332574842834
3,Restaurants,restaurants,47,3350,Misty Fish,misty-fish,https://newcyprusguide.com/business/misty-fish/,42,"//maps.google.com/maps?daddr=35.33886325822084,33.319916877731316",35.33886325822084,33.319916877731316
3,Restaurants,restaurants,47,3363,The House and Garden,the-house-and-garden,https://newcyprusguide.com/business/the-house-and-garden/,37,"//maps.google.com/maps?daddr=35.33841690503092,33.32061961649322",35.33841690503092,33.32061961649322
3,Restaurants,restaurants,47,3375,Benöz Restaurant,benoz-restaurant,https://newcyprusguide.com/business/benoz-restaurant/,66,"//maps.google.com/maps?daddr=35.32967313657958,33.46808210371398",35.32967313657958,33.46808210371398
3,Restaurants,restaurants,47,3281,Saint Tropez Restaurant,saint-tropez-restaurant,https://newcyprusguide.com/business/saint-tropez-restaurant/,39,"//maps.google.com/maps?daddr=35.34729099385814,33.22725728510284",35.34729099385814,33.22725728510284
3,Restaurants,restaurants,47,3171,Blue Garden Restaurant,blue-garden-restaurant,https://newcyprusguide.com/business/blue-garden-restaurant/,62,"//maps.google.com/maps?daddr=35.352217705173175,33.08881774900817",35.352217705173175,33.08881774900817
3,Restaurants,restaurants,47,3161,Kings Kebab Sports Bar,kings-kebab-sports-bar,https://newcyprusguide.com/business/kings-kebab-sports-bar/,39,"//maps.google.com/maps?daddr=35.347597281296686,33.20371285437011",35.347597281296686,33.20371285437011
3,Restaurants,restaurants,47,3174,Dostlar Restaurant &amp; Bar,dostlar-restaurant-bar,https://newcyprusguide.com/business/dostlar-restaurant-bar/,39,"//maps.google.com/maps?daddr=35.348212040436295,33.22464481352233",35.348212040436295,33.22464481352233
